GM,Year,Team,Team_ID,W,L,WPct,Finish
Jenner York,2040,Los Angeles,45,88,74,0.543,3rd
Jenner York,2041,Los Angeles,45,103,59,0.636,1st
Jenner York,2042,Los Angeles,45,96,66,0.593,1st
Jenner York,2043,Indianapolis,1186,53,109,0.327,6th
Jenner York,2044,Indianapolis,1186,58,104,0.358,6th
Jenner York,2045,Indianapolis,1186,65,97,0.401,4th
Jenner York,2046,Indianapolis,1186,75,87,0.463,3rd
Jenner York,2047,Indianapolis,1186,110,52,0.679,1st
Jenner York,2048,Indianapolis,1186,93,69,0.574,2nd
Jenner York,2049,Indianapolis,1186,108,54,0.667,1st
Jenner York,2050,Indianapolis,1186,106,56,0.654,1st
Jenner York,2051,Indianapolis,1186,97,65,0.599,1st
Jenner York,2052,Indianapolis,1186,106,56,0.654,1st
Jenner York,2053,Indianapolis,1186,90,72,0.556,2nd
Zurgan Cooper,2030,Colorado,39,59,49,0.546,2nd
Steve Seelbach,2030,Colorado,39,0,0,0,2nd
Steve Seelbach,2031,Colorado,39,90,72,0.556,2nd
Steve Seelbach,2032,Colorado,39,50,52,0.49,4th
AJ Grove,2031,Chicago,35,0,0,0,6th
AJ Grove,2032,Chicago,35,77,85,0.475,3rd
AJ Grove,2033,Chicago,35,93,69,0.574,2nd
AJ Grove,2034,Chicago,35,87,75,0.537,3rd
AJ Grove,2035,Chicago,35,101,61,0.623,1st
AJ Grove,2036,Chicago,35,91,71,0.562,2nd
AJ Grove,2037,Chicago,35,76,86,0.469,4th
AJ Grove,2038,Chicago,35,93,69,0.574,1st
AJ Grove,2039,Chicago,35,102,60,0.63,1st
AJ Grove,2040,Chicago,35,85,77,0.525,4th
AJ Grove,2041,Chicago,35,95,67,0.586,1st
AJ Grove,2042,Chicago,35,91,71,0.562,3rd
AJ Grove,2043,Chicago,35,95,67,0.586,1st
AJ Grove,2044,Chicago,35,85,77,0.525,3rd
AJ Grove,2045,Chicago,35,95,67,0.586,2nd
AJ Grove,2046,Chicago,35,95,67,0.586,1st
AJ Grove,2047,Chicago,35,98,64,0.605,1st
AJ Grove,2048,Chicago,35,107,55,0.66,1st
AJ Grove,2049,Chicago,35,89,73,0.549,2nd
AJ Grove,2050,Chicago,35,96,66,0.593,2nd
AJ Grove,2051,Chicago,35,75,87,0.463,5th
AJ Grove,2052,Chicago,35,75,87,0.463,3rd
AJ Grove,2053,Chicago,35,87,75,0.537,1st
AJ Grove,2054,Chicago,35,89,73,0.549,2nd
AJ Grove,2055,Chicago,35,92,70,0.568,2nd
AJ Grove,2056,Chicago,35,75,87,0.463,5th
AJ Grove,2057,Chicago,35,93,69,0.574,2nd
AJ Grove,2058,Chicago,35,52,44,0.542,1st
Bill Koepsel,2032,Cleveland,38,55,107,0.34,6th
Kevin Spencer,2032,Colorado,39,22,38,0.367,4th
Kevin Spencer,2033,Colorado,39,63,99,0.389,5th
Kevin Spencer,2034,Colorado,39,0,0,0,1st
Jacque Johnson,2033,Montreal,801,94,68,0.58,2nd
Jacque Johnson,2034,Montreal,801,88,74,0.543,2nd
Jacque Johnson,2035,Montreal,801,88,74,0.543,2nd
Jacque Johnson,2036,Montreal,801,93,69,0.574,3rd
Jacque Johnson,2037,Montreal,801,98,64,0.605,2nd
Jacque Johnson,2038,Montreal,801,88,74,0.543,2nd
Jacque Johnson,2039,Montreal,801,102,60,0.63,2nd
Jacque Johnson,2040,Montreal,801,94,68,0.58,2nd
Jacque Johnson,2041,Montreal,801,90,72,0.556,1st
Jacque Johnson,2042,Montreal,801,93,69,0.574,2nd
Jacque Johnson,2043,Montreal,801,111,51,0.685,1st
Jacque Johnson,2044,Montreal,801,95,67,0.586,1st
Jacque Johnson,2045,Montreal,801,102,60,0.63,1st
Jacque Johnson,2046,Montreal,801,83,80,0.509,4th
Jacque Johnson,2047,Montreal,801,82,80,0.506,4th
Jacque Johnson,2048,Montreal,801,79,83,0.488,4th
Jacque Johnson,2049,Montreal,801,71,91,0.438,6th
Jacque Johnson,2050,Montreal,801,52,110,0.321,6th
Jacque Johnson,2051,Montreal,801,90,72,0.556,2nd
Jacque Johnson,2052,Montreal,801,93,69,0.574,2nd
Jacque Johnson,2053,Montreal,801,86,76,0.531,2nd
Jacque Johnson,2054,Montreal,801,74,88,0.457,3rd
Jacque Johnson,2055,Montreal,801,96,66,0.593,1st
Jacque Johnson,2056,Montreal,801,83,80,0.509,3rd
Jacque Johnson,2057,Montreal,801,91,71,0.562,2nd
Jacque Johnson,2058,Montreal,801,53,43,0.552,2nd
CQ Smith,2033,Cleveland,38,65,97,0.401,6th
CQ Smith,2034,Cleveland,38,69,93,0.426,5th
CQ Smith,2035,Cleveland,38,68,94,0.42,5th
CQ Smith,2036,Cleveland,38,64,98,0.395,5th
CQ Smith,2037,Cleveland,38,78,84,0.481,2nd
CQ Smith,2038,Cleveland,38,89,73,0.549,2nd
CQ Smith,2039,Cleveland,38,95,67,0.586,2nd
CQ Smith,2040,Cleveland,38,99,63,0.611,1st
CQ Smith,2041,Cleveland,38,87,75,0.537,1st
CQ Smith,2042,Cleveland,38,95,67,0.586,1st
CQ Smith,2043,Cleveland,38,29,37,0.439,4th
Corey Banfield,2033,Memphis,1187,42,102,0.292,6th
Corey Banfield,2034,Memphis,1187,67,95,0.414,6th
Corey Banfield,2035,Memphis,1187,88,74,0.543,2nd
Corey Banfield,2036,Memphis,1187,87,75,0.537,3rd
Corey Banfield,2037,Memphis,1187,82,80,0.506,5th
Corey Banfield,2038,Memphis,1187,90,72,0.556,2nd
Corey Banfield,2039,Memphis,1187,94,68,0.58,2nd
Corey Banfield,2040,Memphis,1187,98,64,0.605,2nd
Corey Banfield,2041,Memphis,1187,86,76,0.531,4th
Corey Banfield,2042,Memphis,1187,78,84,0.481,4th
Corey Banfield,2043,Memphis,1187,82,81,0.503,5th
Corey Banfield,2044,Memphis,1187,75,87,0.463,5th
Corey Banfield,2045,Memphis,1187,78,84,0.481,5th
Corey Banfield,2046,Memphis,1187,97,65,0.599,1st
Corey Banfield,2047,Memphis,1187,98,64,0.605,2nd
Corey Banfield,2048,Memphis,1187,94,68,0.58,2nd
Corey Banfield,2049,Memphis,1187,98,64,0.605,2nd
Corey Banfield,2050,Memphis,1187,93,69,0.574,3rd
Corey Banfield,2051,Memphis,1187,90,72,0.556,2nd
Corey Banfield,2052,Memphis,1187,89,73,0.549,2nd
Corey Banfield,2053,Memphis,1187,91,71,0.562,4th
Corey Banfield,2054,Memphis,1187,87,75,0.537,4th
Corey Banfield,2055,Memphis,1187,92,70,0.568,2nd
Corey Banfield,2056,Memphis,1187,84,79,0.515,4th
Corey Banfield,2057,Memphis,1187,89,73,0.549,4th
Corey Banfield,2058,Memphis,1187,53,43,0.552,2nd
Kevin Spencer,2034,Colorado,39,67,95,0.414,5th
Kevin Spencer,2035,Colorado,39,74,88,0.457,3rd
Kevin Spencer,2036,Colorado,39,71,91,0.438,4th
Michael Navruzyan,2041,California,44,82,80,0.506,3rd
Michael Navruzyan,2042,California,44,70,92,0.432,4th
Michael Navruzyan,2043,California,44,86,76,0.531,2nd
Michael Navruzyan,2044,California,44,98,64,0.605,3rd
Michael Navruzyan,2045,California,44,92,70,0.568,3rd
Michael Navruzyan,2046,California,44,87,75,0.537,2nd
Michael Navruzyan,2047,California,44,87,75,0.537,3rd
Michael Navruzyan,2048,California,44,78,84,0.481,4th
Michael Navruzyan,2049,California,44,95,67,0.586,2nd
Michael Navruzyan,2050,California,44,82,80,0.506,3rd
Michael Navruzyan,2051,California,44,105,57,0.648,2nd
Michael Navruzyan,2052,California,44,101,61,0.623,1st
Michael Navruzyan,2053,California,44,91,71,0.562,1st
Michael Navruzyan,2054,California,44,93,69,0.574,2nd
Michael Navruzyan,2055,California,44,96,66,0.593,2nd
Michael Navruzyan,2056,California,44,99,63,0.611,2nd
Michael Navruzyan,2057,California,44,91,71,0.562,1st
Michael Navruzyan,2058,California,44,65,31,0.677,1st
Daryl Godlien,2043,Cleveland,38,52,44,0.542,3rd
Daryl Godlien,2044,Cleveland,38,95,67,0.586,3rd
Daryl Godlien,2045,Cleveland,38,56,106,0.346,6th
Daryl Godlien,2046,Cleveland,38,63,99,0.389,4th
Daryl Godlien,2047,Cleveland,38,72,90,0.444,4th
Daryl Godlien,2048,Cleveland,38,56,106,0.346,6th
Daryl Godlien,2049,Cleveland,38,72,90,0.444,5th
Daryl Godlien,2050,Cleveland,38,90,72,0.556,2nd
Daryl Godlien,2051,Cleveland,38,81,81,0.5,4th
Daryl Godlien,2052,Cleveland,38,81,81,0.5,5th
Daryl Godlien,2053,Cleveland,38,85,77,0.525,3rd
Daryl Godlien,2054,Cleveland,38,72,90,0.444,4th
Daryl Godlien,2055,Cleveland,38,74,88,0.457,4th
Daryl Godlien,2056,Cleveland,38,69,93,0.426,5th
Daryl Godlien,2057,Cleveland,38,50,112,0.309,6th
Daryl Godlien,2058,Cleveland,38,43,53,0.448,3rd
J G,2043,San Diego,53,22,26,0.458,5th
J G,2044,San Diego,53,59,103,0.364,6th
J G,2045,San Diego,53,72,90,0.444,5th
J G,2046,San Diego,53,65,97,0.401,6th
J G,2047,San Diego,53,68,94,0.42,5th
J G,2048,San Diego,53,35,85,0.292,6th
Ryan Wodz,2046,Arizona,31,18,18,0.5,4th
Ryan Wodz,2047,Arizona,31,72,90,0.444,4th
Ryan Wodz,2048,Arizona,31,76,86,0.469,5th
Ryan Wodz,2049,Arizona,31,83,79,0.512,4th
Ryan Wodz,2050,Arizona,31,79,83,0.488,5th
Ryan Wodz,2051,Arizona,31,94,68,0.58,3rd
Ryan Wodz,2052,Arizona,31,85,77,0.525,4th
Ryan Wodz,2053,Arizona,31,85,77,0.525,2nd
Ryan Wodz,2054,Arizona,31,72,90,0.444,5th
Ryan Wodz,2055,Arizona,31,59,103,0.364,5th
Ryan Wodz,2056,Arizona,31,65,97,0.401,5th
Ryan Wodz,2057,Arizona,31,74,88,0.457,5th
Ryan Wodz,2058,Arizona,31,57,39,0.594,2nd
Jakob Yankeesprisoner,2049,New York,48,84,78,0.519,3rd
Jakob Yankeesprisoner,2050,New York,48,73,89,0.451,4th
Jakob Yankeesprisoner,2051,New York,48,58,104,0.358,6th
Jakob Yankeesprisoner,2052,New York,48,62,100,0.383,5th
Jakob Yankeesprisoner,2053,New York,48,66,96,0.407,6th
Jakob Yankeesprisoner,2054,New York,48,93,69,0.574,1st
Jakob Yankeesprisoner,2055,New York,48,96,66,0.593,2nd
Jakob Yankeesprisoner,2056,New York,48,98,64,0.605,1st
Jakob Yankeesprisoner,2057,New York,48,100,62,0.617,1st
Jakob Yankeesprisoner,2058,New York,48,57,39,0.594,1st
Sam Malone,2051,Texas,58,68,76,0.472,4th
Sam Malone,2052,Texas,58,52,110,0.321,6th
Sam Malone,2053,Texas,58,67,95,0.414,5th
Sam Malone,2054,Texas,58,76,86,0.469,5th
Sam Malone,2055,Texas,58,85,78,0.521,4th
Sam Malone,2056,Texas,58,98,64,0.605,2nd
Sam Malone,2057,Texas,58,108,54,0.667,1st
Sam Malone,2058,Texas,58,45,51,0.469,5th
Troy Juhn,2053,Baltimore,33,85,77,0.525,5th
Troy Juhn,2054,Baltimore,33,69,93,0.426,5th
Troy Juhn,2055,Baltimore,33,61,101,0.377,6th
Troy Juhn,2056,Baltimore,33,62,100,0.383,6th
Troy Juhn,2057,Baltimore,33,62,100,0.383,6th
Troy Juhn,2058,Baltimore,33,38,58,0.396,6th
Josh Beer,2053,Indianapolis,1186,0,0,0,2nd
Josh Beer,2054,Indianapolis,1186,88,74,0.543,1st
Josh Beer,2055,Indianapolis,1186,97,65,0.599,1st
Josh Beer,2056,Indianapolis,1186,97,65,0.599,1st
Josh Beer,2057,Indianapolis,1186,88,74,0.543,2nd
Josh Beer,2058,Indianapolis,1186,49,47,0.51,2nd
Ettin One,2054,Pittsburgh,52,0,0,0,3rd
Ettin One,2055,Pittsburgh,52,77,85,0.475,3rd
Ettin One,2056,Pittsburgh,52,77,85,0.475,3rd
Ettin One,2057,Pittsburgh,52,63,99,0.389,4th
Ettin One,2058,Pittsburgh,52,33,63,0.344,6th
